date,Maina,ibov,CDI,usd
2003-12-02,792.30,198.03,320.79,262.30
2003-12-01,791.82,196.49,320.59,262.91
2003-11-28,776.96,192.97,320.39,264.28
2003-11-27,763.91,190.81,320.19,264.13
2003-11-26,758.96,190.76,319.98,263.09
2003-11-25,755.70,189.92,319.78,262.06
2003-11-24,751.54,188.65,319.58,262.27
2003-11-21,743.72,185.73,319.38,262.55
2003-11-20,738.07,183.38,319.18,264.16
2003-11-19,732.80,180.76,318.96,264.40
2003-11-18,736.15,182.38,318.74,263.63
2003-11-17,731.18,180.65,318.52,264.75
2003-11-14,732.05,182.07,318.31,263.60
2003-11-13,730.99,181.07,318.09,261.61
2003-11-12,730.36,180.14,317.87,260.86
2003-11-11,722.35,177.41,317.66,259.45
2003-11-10,728.71,178.43,317.44,258.12
2003-11-07,730.16,180.76,317.22,257.16
2003-11-06,722.41,178.83,317.01,257.24
2003-11-05,720.19,177.25,316.79,256.23
2003-11-04,722.78,178.86,316.57,256.33
2003-11-03,717.39,176.44,316.36,255.90
2003-10-31,711.58,173.52,316.14,255.93
2003-10-30,711.81,173.19,315.93,254.84
2003-10-29,708.33,175.36,315.71,255.70
2003-10-28,710.35,173.84,315.50,256.94
2003-10-27,707.35,171.43,315.28,257.42
2003-10-24,704.22,169.36,315.07,257.12
2003-10-23,706.74,171.14,314.85,257.15
2003-10-22,717.77,176.18,314.63,256.29
2003-10-21,722.48,178.41,314.40,256.65
2003-10-20,714.02,173.09,314.18,258.41
2003-10-17,710.57,171.07,313.96,256.58
2003-10-16,714.54,172.82,313.73,254.56
2003-10-15,717.08,174.30,313.51,253.29
2003-10-14,722.43,174.88,313.28,254.70
2003-10-13,716.81,173.12,313.06,254.22
2003-10-10,708.97,169.85,312.84,254.49
2003-10-09,715.73,171.89,312.61,254.67
2003-10-08,718.63,172.02,312.39,254.87
2003-10-07,707.35,167.81,312.17,257.17
2003-10-06,703.30,166.00,311.94,257.64
2003-10-03,700.17,165.70,311.72,258.73
2003-10-02,690.73,162.50,311.50,259.76
2003-10-01,679.46,158.20,311.27,260.16
2003-09-30,668.37,155.55,311.05,261.95
2003-09-29,662.80,153.53,310.83,263.21
2003-09-26,662.55,153.61,310.61,263.20
2003-09-25,662.65,153.50,310.39,262.60
2003-09-24,673.31,157.94,310.17,262.04
2003-09-23,671.02,157.33,309.94,261.15
2003-09-22,674.63,159.57,309.72,260.04
2003-09-19,683.85,162.91,309.50,260.44
2003-09-18,685.59,161.37,309.28,259.63
2003-09-17,678.44,157.59,309.04,260.37
2003-09-16,679.48,157.98,308.80,259.56
2003-09-15,682.80,158.22,308.56,258.94
2003-09-12,681.18,156.89,308.32,259.49
2003-09-11,681.90,156.57,308.08,259.77
2003-09-10,672.55,152.59,307.84,260.98
2003-09-09,672.83,153.00,307.60,262.60
2003-09-08,679.51,155.54,307.36,261.24
2003-09-05,674.17,152.34,307.12,261.79
2003-09-04,665.74,151.44,306.88,263.60
2003-09-03,657.82,150.23,306.64,264.95
2003-09-02,649.48,148.32,306.40,266.93
2003-09-01,643.93,146.86,306.16,267.38
2003-08-29,637.95,145.20,305.93,265.82
2003-08-28,632.59,145.31,305.69,264.61
2003-08-27,630.64,144.29,305.45,266.43
2003-08-26,625.15,140.99,305.21,267.89
2003-08-25,617.67,140.03,304.97,267.88
2003-08-22,616.66,141.15,304.74,268.15
2003-08-21,608.78,139.81,304.50,269.10
2003-08-20,604.76,137.06,304.24,268.91
2003-08-19,599.58,136.44,303.98,268.58
2003-08-18,594.79,135.26,303.72,267.46
2003-08-15,588.82,133.71,303.46,268.19
2003-08-14,579.97,131.83,303.20,270.07
2003-08-13,578.34,131.77,302.94,271.59
2003-08-12,576.71,131.74,302.67,270.94
2003-08-11,571.76,130.00,302.41,268.32
2003-08-08,567.70,129.61,302.15,267.85
2003-08-07,561.87,126.99,301.89,269.44
2003-08-06,554.44,124.61,301.63,272.31
2003-08-05,555.20,125.73,301.37,272.10
2003-08-04,553.08,124.02,301.11,275.45
2003-08-01,559.35,128.01,300.86,268.87
2003-07-31,563.43,130.59,300.60,265.73
2003-07-30,562.04,130.76,300.34,264.09
2003-07-29,561.39,131.38,300.08,261.24
2003-07-28,560.64,131.64,299.82,259.54
2003-07-25,559.31,132.32,299.57,258.82
2003-07-24,559.13,133.40,299.31,259.51
2003-07-23,559.04,133.49,299.04,258.76
2003-07-22,557.68,132.99,298.77,258.30
2003-07-21,556.19,132.52,298.50,258.31
2003-07-18,556.74,132.32,298.23,257.83
2003-07-17,553.81,130.54,297.96,255.94
2003-07-16,556.37,130.28,297.69,256.96
2003-07-15,558.29,131.32,297.42,255.86
2003-07-14,556.07,130.15,297.15,257.64
2003-07-11,552.81,129.32,296.88,260.11
2003-07-10,552.49,129.71,296.61,259.16
2003-07-09,552.64,130.39,296.34,256.91
2003-07-08,552.64,130.39,296.08,258.27
2003-07-07,547.53,129.02,295.81,256.95
2003-07-04,542.70,126.93,295.54,253.57
2003-07-03,540.30,127.40,295.27,253.87
2003-07-02,541.35,128.31,295.01,252.85
2003-07-01,535.73,126.09,294.74,254.86
2003-06-30,533.59,125.03,294.47,257.35
2003-06-27,530.94,125.96,294.20,258.17
2003-06-26,531.22,126.32,293.94,259.32
2003-06-25,531.33,126.74,293.67,255.90
2003-06-24,531.30,126.20,293.40,256.41
2003-06-23,529.08,125.58,293.14,257.95
2003-06-20,536.81,127.50,292.87,259.25
2003-06-18,542.81,131.67,292.60,258.98
2003-06-17,546.10,133.38,292.33,257.56
2003-06-16,545.40,133.50,292.06,255.45
2003-06-13,541.47,133.22,291.80,256.00
2003-06-12,540.10,133.67,291.53,256.45
2003-06-11,538.29,133.07,291.26,257.09
2003-06-10,541.60,134.17,290.99,256.30
2003-06-09,539.44,133.57,290.72,257.00
2003-06-06,541.15,134.65,290.45,255.29
2003-06-05,538.37,133.06,290.18,259.22
2003-06-04,535.67,131.02,289.92,260.86
2003-06-03,528.88,127.08,289.65,265.59
2003-06-02,531.13,129.14,289.38,266.85
2003-05-30,531.14,129.65,289.12,265.73
2003-05-29,530.52,129.32,288.85,264.23
2003-05-28,526.99,128.66,288.58,270.07
2003-05-27,523.61,126.36,288.32,271.12
2003-05-26,525.35,126.57,288.05,264.92
2003-05-23,527.40,126.83,287.78,263.84
2003-05-22,527.85,125.98,287.52,267.40
2003-05-21,526.47,124.17,287.25,269.79
2003-05-20,520.22,121.91,286.99,270.08
2003-05-19,522.27,124.43,286.72,267.16
2003-05-16,525.48,125.84,286.46,266.41
2003-05-15,528.64,127.51,286.19,262.60
2003-05-14,531.43,129.09,285.93,258.98
2003-05-13,532.21,129.91,285.66,256.74
2003-05-12,526.78,127.38,285.40,257.68
2003-05-09,525.28,126.74,285.14,258.08
2003-05-08,517.20,124.59,284.87,261.44
2003-05-07,509.50,123.77,284.61,265.58
2003-05-06,506.21,122.67,284.35,271.30
2003-05-05,505.26,123.38,284.08,267.43
2003-05-02,504.51,122.96,283.82,261.28
2003-04-30,495.80,121.76,283.56,258.94
2003-04-29,495.93,122.32,283.30,262.10
2003-04-28,488.14,117.04,283.03,268.06
2003-04-25,486.25,116.76,282.77,269.92
2003-04-24,486.81,117.53,282.51,269.08
2003-04-23,490.09,119.24,282.25,270.14
2003-04-22,488.61,119.37,281.99,274.55
2003-04-17,487.06,118.59,281.73,271.41
2003-04-16,484.14,117.06,281.47,275.56
2003-04-15,479.90,114.99,281.21,279.16
2003-04-14,476.16,113.49,280.95,285.11
2003-04-11,475.23,112.39,280.69,288.06
2003-04-10,473.28,112.86,280.43,288.15
2003-04-09,475.33,113.82,280.17,285.46
2003-04-08,475.76,114.34,279.91,283.60
2003-04-07,483.16,118.55,279.65,284.26
2003-04-04,477.00,115.81,279.40,290.95
2003-04-03,476.22,115.87,279.14,291.79
2003-04-02,470.05,114.57,278.88,293.87
2003-04-01,462.64,110.71,278.62,298.92
2003-03-31,457.74,108.67,278.36,300.47
2003-03-28,457.85,109.29,278.11,302.49
2003-03-27,455.73,107.56,277.85,304.95
2003-03-26,455.44,108.32,277.59,302.40
2003-03-25,453.79,107.64,277.34,303.70
2003-03-24,454.95,107.06,277.08,305.30
2003-03-21,457.47,109.19,276.83,308.81
2003-03-20,450.57,106.29,276.57,312.11
2003-03-19,449.13,106.36,276.31,309.83
2003-03-18,449.35,106.43,276.06,307.43
2003-03-17,445.20,104.33,275.80,308.63
2003-03-14,445.49,104.33,275.55,304.29
2003-03-13,444.24,103.73,275.29,307.30
2003-03-12,434.57,100.05,275.04,311.51
2003-03-11,434.18,99.26,274.78,314.18
2003-03-10,435.75,100.29,274.53,316.15
2003-03-07,441.18,102.53,274.28,313.72
2003-03-06,437.27,100.80,274.02,315.96
2003-03-05,433.64,98.67,273.77,319.34
2003-02-28,431.28,98.53,273.51,319.30
2003-02-27,427.28,96.96,273.26,321.25
2003-02-26,428.44,97.85,273.01,320.96
2003-02-25,426.83,97.20,272.76,322.71
2003-02-24,432.09,99.53,272.51,321.43
2003-02-21,431.82,98.71,272.25,323.47
2003-02-20,430.67,98.04,272.00,323.20
2003-02-19,432.01,99.12,271.76,322.01
2003-02-18,435.16,99.90,271.52,321.60
2003-02-17,431.21,97.96,271.27,324.68
2003-02-14,428.47,96.97,271.03,327.79
2003-02-13,431.66,98.65,270.79,325.81
2003-02-12,437.99,101.47,270.55,322.62
2003-02-11,438.80,101.81,270.30,320.24
2003-02-10,436.08,100.35,270.06,322.97
2003-02-07,435.94,101.27,269.82,320.82
2003-02-06,435.03,100.67,269.58,323.00
2003-02-05,438.28,102.46,269.34,321.21
2003-02-04,439.95,102.31,269.10,317.27
2003-02-03,447.76,105.42,268.85,313.01
2003-01-31,447.36,104.77,268.61,315.95
2003-01-30,443.62,104.03,268.37,319.87
2003-01-29,439.82,102.27,268.13,326.33
2003-01-28,437.43,101.68,267.89,325.39
2003-01-27,437.54,101.85,267.65,328.18
2003-01-24,444.67,105.20,267.41,321.91
2003-01-23,452.00,107.50,267.18,312.75
2003-01-22,453.57,108.46,266.94,315.33
2003-01-21,459.12,111.39,266.71,308.27
2003-01-20,462.75,111.91,266.47,305.59
2003-01-17,467.31,112.81,266.24,301.37
2003-01-16,475.20,116.24,266.00,295.14
2003-01-15,473.79,115.48,265.77,295.55
2003-01-14,475.28,116.69,265.53,293.54
2003-01-13,476.53,117.29,265.30,295.31
2003-01-10,475.96,116.84,265.07,294.97
2003-01-09,473.40,114.54,264.83,298.37
2003-01-08,472.31,113.82,264.60,296.82
2003-01-07,472.14,114.74,264.37,299.50
2003-01-06,473.02,114.63,264.14,301.66
2003-01-03,468.85,112.56,263.90,310.93
2003-01-02,467.99,110.76,263.67,315.64
2002-12-31,459.77,108.65,263.44,316.62
2002-12-30,459.77,108.65,263.21,316.62
2002-12-27,452.71,108.33,262.98,317.33
2002-12-26,451.85,109.42,262.75,315.88
2002-12-24,453.79,111.20,262.52,313.72
2002-12-23,453.79,111.20,262.29,313.16
2002-12-20,453.68,110.63,262.06,307.16
2002-12-19,444.90,107.34,261.83,314.05
2002-12-18,438.82,104.65,261.62,316.46
2002-12-17,437.74,104.75,261.42,321.05
2002-12-16,433.75,103.51,261.21,325.45
2002-12-13,428.82,101.94,261.01,334.62
2002-12-12,426.63,102.63,260.81,336.35
2002-12-11,424.23,101.47,260.60,340.11
2002-12-10,419.02,100.33,260.40,337.70
2002-12-09,418.13,100.26,260.20,340.34
2002-12-06,419.60,101.30,259.99,336.27
2002-12-05,419.42,100.64,259.79,336.17
2002-12-04,424.26,102.09,259.58,332.00
2002-12-03,427.34,102.44,259.38,328.20
2002-12-02,428.54,102.71,259.18,324.03
2002-11-29,422.91,100.53,258.98,325.87
2002-11-28,422.18,98.71,258.77,322.86
2002-11-27,421.85,98.37,258.57,321.68
2002-11-26,419.91,97.94,258.37,321.45
2002-11-25,422.57,99.59,258.17,318.04
2002-11-22,421.68,98.94,257.96,319.15
2002-11-21,421.24,98.74,257.76,314.56
2002-11-20,419.21,96.39,257.57,314.94
2002-11-19,418.67,95.55,257.38,318.54
2002-11-18,420.66,96.74,257.19,321.60
2002-11-14,417.03,94.65,256.99,329.74
2002-11-13,415.40,93.44,256.80,325.66
2002-11-12,415.35,93.85,256.61,318.36
2002-11-11,420.34,95.42,256.42,313.95
2002-11-08,419.97,95.68,256.22,316.06
2002-11-07,415.83,94.16,256.03,324.55
2002-11-06,412.94,93.34,255.84,322.38
2002-11-05,417.28,95.46,255.65,319.23
2002-11-04,421.87,98.40,255.45,317.38
2002-11-01,420.87,97.99,255.26,323.61
2002-10-31,419.55,97.72,255.07,326.63
2002-10-30,414.73,95.71,254.88,335.53
2002-10-29,405.31,92.10,254.69,342.41
2002-10-28,410.65,95.09,254.50,335.20
2002-10-25,409.99,95.54,254.31,340.66
2002-10-24,408.15,95.71,254.12,346.05
2002-10-23,400.58,91.96,253.93,346.83
2002-10-22,391.98,88.31,253.74,354.43
2002-10-21,391.56,87.42,253.55,350.61
2002-10-18,390.03,86.77,253.36,347.32
2002-10-17,385.93,84.33,253.16,351.68
2002-10-16,376.85,80.37,252.97,347.19
2002-10-15,380.00,82.10,252.78,345.60
2002-10-14,379.31,82.40,252.62,346.02
2002-10-11,386.69,86.08,252.45,351.59
2002-10-10,385.34,85.23,252.29,351.53
2002-10-09,383.06,84.05,252.13,345.18
2002-10-08,386.72,84.60,251.96,331.71
2002-10-07,389.91,86.57,251.80,331.24
2002-10-04,393.60,88.62,251.63,327.91
2002-10-03,388.21,86.63,251.47,331.13
2002-10-02,385.59,86.84,251.31,322.02
2002-10-01,384.99,85.22,251.14,335.74
2002-09-30,379.43,82.35,250.98,349.03
2002-09-27,374.67,85.70,250.81,345.37
2002-09-26,382.28,89.20,250.65,336.18
2002-09-25,383.19,89.33,250.49,333.86
2002-09-24,376.73,88.08,250.32,324.53
2002-09-23,376.62,88.76,250.16,317.65
2002-09-20,379.39,91.85,250.00,307.15
2002-09-19,381.91,91.16,249.83,303.26
2002-09-18,381.62,91.48,249.67,297.86
2002-09-17,385.24,93.90,249.51,288.97
2002-09-16,387.70,95.92,249.34,285.70
2002-09-13,391.54,97.92,249.18,282.32
2002-09-12,391.35,97.53,249.02,279.92
2002-09-11,392.49,97.94,248.86,279.15
2002-09-10,388.26,95.66,248.69,280.52
2002-09-09,386.65,94.75,248.53,280.58
2002-09-06,385.45,93.91,248.37,284.80
2002-09-05,386.96,94.55,248.21,282.37
2002-09-04,391.10,96.21,248.04,280.69
2002-09-03,393.26,97.61,247.88,277.67
2002-09-02,397.26,99.89,247.72,271.38
2002-08-30,397.18,101.17,247.56,270.82
2002-08-29,391.90,99.40,247.40,279.92
2002-08-28,393.29,99.38,247.24,279.74
2002-08-27,393.82,99.21,247.07,277.32
2002-08-26,389.42,95.70,246.91,275.88
2002-08-23,384.37,93.30,246.75,279.00
2002-08-22,382.32,91.89,246.59,281.52
2002-08-21,380.98,90.64,246.43,275.93
2002-08-20,381.84,90.20,246.27,277.09
2002-08-19,384.03,91.77,246.11,279.05
2002-08-16,381.61,90.53,245.95,283.34
2002-08-15,379.35,89.21,245.79,285.96
2002-08-14,379.29,89.49,245.63,286.43
2002-08-13,386.66,93.19,245.47,287.59
2002-08-12,388.52,94.18,245.31,277.59
2002-08-09,395.15,97.17,245.15,268.50
2002-08-08,401.25,99.56,244.99,258.81
2002-08-07,390.37,94.33,244.83,274.18
2002-08-06,387.34,93.01,244.67,287.37
2002-08-05,386.93,92.82,244.51,275.38
2002-08-02,388.30,94.64,244.35,271.52
2002-08-01,380.57,93.37,244.19,298.17
2002-07-31,378.67,93.53,244.03,307.22
2002-07-30,372.51,89.94,243.87,292.95
2002-07-29,378.57,90.84,243.71,281.81
2002-07-26,376.29,91.34,243.55,270.40
2002-07-25,377.14,93.38,243.39,267.22
2002-07-24,380.42,93.86,243.24,264.15
2002-07-23,381.46,94.21,243.08,261.04
2002-07-22,390.47,98.88,242.92,258.21
2002-07-19,397.15,103.24,242.76,256.91
2002-07-18,398.70,104.21,242.60,257.81
2002-07-17,395.24,103.33,242.44,257.91
2002-07-16,391.90,102.44,242.28,256.91
2002-07-15,392.53,102.84,242.12,254.97
2002-07-12,393.11,104.54,241.96,252.21
2002-07-11,391.11,102.46,241.79,252.97
2002-07-10,390.33,102.83,241.63,255.74
2002-07-09,391.29,102.42,241.47,255.83
2002-07-08,391.29,102.42,241.31,257.26
2002-07-05,389.91,101.58,241.15,257.58
2002-07-04,391.91,102.86,240.99,255.20
2002-07-03,391.62,102.51,240.82,256.42
2002-07-02,396.91,104.04,240.66,261.12
2002-07-01,395.94,105.90,240.50,256.22
2002-06-28,398.16,107.72,240.34,254.87
2002-06-27,392.34,104.77,240.18,256.21
2002-06-26,387.59,101.64,240.02,256.13
2002-06-25,388.04,103.65,239.86,250.85
2002-06-24,382.86,102.13,239.70,253.30
2002-06-21,380.51,101.72,239.54,250.09
2002-06-20,390.67,107.52,239.38,246.46
2002-06-19,400.33,113.21,239.21,242.20
2002-06-18,402.08,114.88,239.06,239.24
2002-06-17,401.05,114.32,238.90,240.34
2002-06-14,397.64,112.67,238.74,243.55
2002-06-13,404.44,116.74,238.58,241.23
2002-06-12,405.68,117.75,238.42,246.28
2002-06-11,407.13,119.37,238.27,238.92
2002-06-10,408.98,120.51,238.11,236.26
2002-06-07,404.90,117.32,237.95,239.31
2002-06-06,405.55,117.86,237.80,236.71
2002-06-05,412.70,121.81,237.66,233.74
2002-06-04,412.51,121.20,237.54,230.25
2002-06-03,414.43,122.74,237.39,227.70
2002-05-31,417.58,124.51,237.24,225.97
2002-05-29,417.05,124.22,237.08,225.80
2002-05-28,414.68,123.17,236.93,226.23
2002-05-27,414.00,121.64,236.77,226.05
2002-05-24,412.81,120.91,236.61,226.15
2002-05-23,411.98,119.73,236.45,226.66
2002-05-22,415.47,122.24,236.29,224.15
2002-05-21,415.88,122.23,236.14,222.09
2002-05-20,416.20,122.14,235.98,221.65
2002-05-17,418.03,121.70,235.82,221.88
2002-05-16,418.55,121.39,235.67,222.20
2002-05-15,415.47,118.61,235.51,225.05
2002-05-14,413.83,117.74,235.35,225.38
2002-05-13,410.41,116.05,235.19,223.57
2002-05-10,412.39,116.07,235.04,222.55
2002-05-09,415.97,118.74,234.88,219.69
2002-05-08,420.45,120.89,234.73,218.10
2002-05-07,418.83,120.05,234.57,216.60
2002-05-06,415.12,119.38,234.42,217.97
2002-05-03,419.24,120.81,234.26,216.38
2002-05-02,423.66,123.14,234.11,212.98
2002-04-30,430.30,126.83,233.95,211.68
2002-04-29,429.49,126.05,233.80,212.25
2002-04-26,432.50,127.01,233.64,211.08
2002-04-25,431.32,127.52,233.48,212.05
2002-04-24,431.83,128.48,233.33,211.17
2002-04-23,429.31,127.06,233.17,210.44
2002-04-22,428.51,127.16,233.02,209.19
2002-04-19,432.79,130.48,232.86,208.49
2002-04-18,432.51,130.36,232.71,209.01
2002-04-17,435.11,132.59,232.55,207.56
2002-04-16,431.47,131.14,232.39,207.62
2002-04-15,429.82,130.68,232.24,207.69
2002-04-12,431.05,131.28,232.08,205.97
2002-04-11,427.67,129.86,231.93,203.47
2002-04-10,425.91,128.53,231.77,203.64
2002-04-09,422.82,127.11,231.62,204.66
2002-04-08,421.37,126.72,231.46,205.24
2002-04-05,422.56,128.17,231.31,205.40
2002-04-04,420.95,126.98,231.15,207.13
2002-04-03,419.67,126.81,231.00,205.87
2002-04-02,422.02,129.14,230.84,206.27
2002-04-01,423.13,128.13,230.69,208.05
2002-03-28,422.40,128.69,230.53,208.19
2002-03-27,422.43,130.07,230.37,209.40
2002-03-26,421.49,129.74,230.22,210.58
2002-03-25,418.60,128.45,230.06,211.82
2002-03-22,419.14,129.25,229.91,210.63
2002-03-21,424.31,132.91,229.75,210.33
2002-03-20,428.38,134.93,229.60,209.48
2002-03-19,428.32,136.68,229.44,209.95
2002-03-18,428.18,137.86,229.28,209.72
2002-03-15,426.86,137.30,229.13,210.93
2002-03-14,423.11,136.22,228.97,210.03
2002-03-13,423.60,136.93,228.82,209.38
2002-03-12,419.24,135.22,228.66,210.52
2002-03-11,415.43,133.48,228.50,210.44
2002-03-08,416.49,133.73,228.35,211.29
2002-03-07,415.42,133.41,228.19,212.02
2002-03-06,412.24,132.97,228.04,210.74
2002-03-05,417.98,137.55,227.88,208.33
2002-03-04,417.59,137.26,227.72,209.95
2002-03-01,418.18,136.40,227.57,211.42
2002-02-28,416.12,136.16,227.41,210.40
2002-02-27,415.27,135.78,227.26,213.49
2002-02-26,412.52,134.16,227.10,214.56
2002-02-25,411.93,133.52,226.95,215.60
2002-02-22,404.26,130.83,226.79,217.49
2002-02-21,402.85,130.47,226.64,217.20
2002-02-20,395.48,125.84,226.48,217.59
2002-02-19,394.51,126.61,226.32,217.27
2002-02-18,393.95,126.16,226.17,217.59
2002-02-15,394.53,127.50,226.01,218.45
2002-02-14,391.30,125.63,225.86,217.27
2002-02-13,387.27,122.51,225.70,217.12
2002-02-08,387.06,121.78,225.54,221.23
2002-02-07,389.02,122.62,225.39,219.68
2002-02-06,386.09,123.05,225.23,216.89
2002-02-05,380.92,120.98,225.08,216.96
2002-02-04,381.54,120.32,224.92,217.08
2002-02-01,384.55,121.85,224.76,216.48
2002-01-31,385.37,122.49,224.61,216.68
2002-01-30,378.11,120.12,224.45,218.48
2002-01-29,381.57,123.65,224.30,217.14
2002-01-28,383.41,126.09,224.14,217.08
2002-01-25,387.66,127.67,223.99,215.45
2002-01-24,387.66,127.67,223.83,214.87
2002-01-23,386.54,126.18,223.68,213.28
2002-01-22,385.62,126.27,223.53,212.06
2002-01-21,383.64,127.02,223.37,212.73
2002-01-18,386.17,128.30,223.22,212.82
2002-01-17,382.09,127.81,223.06,211.82
2002-01-16,379.06,125.95,222.91,213.85
2002-01-15,379.64,126.98,222.75,212.40
2002-01-14,380.05,127.13,222.60,215.69
2002-01-11,384.16,132.06,222.45,216.55
2002-01-10,381.35,131.59,222.29,214.11
2002-01-09,384.89,135.12,222.14,213.19
2002-01-08,384.89,136.81,221.99,210.15
2002-01-07,385.86,138.21,221.83,209.91
2002-01-04,385.15,137.00,221.68,206.98
2002-01-03,377.28,136.68,221.53,205.47
2002-01-02,377.28,133.15,221.37,206.67
2001-12-31,377.28,132.17,221.22,207.91
2001-12-28,377.28,132.17,221.07,207.91
2001-12-27,375.50,131.76,220.91,208.00
2001-12-26,368.40,128.80,220.76,207.38
2001-12-24,363.60,126.83,220.61,209.46
2001-12-21,363.60,126.83,220.46,208.86
2001-12-20,361.30,125.57,220.30,207.89
2001-12-19,364.37,128.70,220.15,205.45
2001-12-18,365.27,127.08,220.00,209.93
2001-12-17,361.67,125.16,219.85,211.28
2001-12-14,361.89,124.84,219.70,213.61
2001-12-13,362.66,128.85,219.54,213.67
2001-12-12,364.13,129.24,219.39,211.02
2001-12-11,362.43,129.67,219.24,209.81
2001-12-10,358.74,128.14,219.09,211.27
2001-12-07,360.69,129.78,218.94,215.08
2001-12-06,359.67,129.27,218.78,218.94
2001-12-05,358.03,127.64,218.63,217.78
2001-12-04,358.22,128.82,218.48,217.63
2001-12-03,355.43,126.57,218.33,221.06
2001-11-30,352.40,124.68,218.18,226.58
2001-11-29,351.17,123.99,218.03,224.65
2001-11-28,357.96,127.99,217.88,222.72
2001-11-27,363.94,131.11,217.73,220.45
2001-11-26,366.08,131.51,217.58,223.05
2001-11-23,359.78,128.62,217.43,225.20
2001-11-22,354.19,124.59,217.28,227.44
2001-11-21,349.60,122.15,217.13,227.69
2001-11-20,349.51,123.73,216.97,227.14
2001-11-19,351.77,125.55,216.82,225.38
2001-11-16,348.64,124.36,216.67,227.52
2001-11-14,348.63,123.85,216.53,226.68
2001-11-13,349.28,124.95,216.38,226.42
2001-11-12,341.60,120.81,216.23,228.50
2001-11-09,344.25,121.17,216.08,227.11
2001-11-08,344.73,122.14,215.93,229.12
2001-11-07,346.08,122.08,215.78,233.46
2001-11-06,341.13,118.78,215.63,232.99
2001-11-05,335.70,114.43,215.48,234.83
2001-11-01,327.89,109.13,215.33,240.32
2001-10-31,325.41,107.99,215.18,242.57
2001-10-30,323.80,107.42,215.03,244.00
2001-10-29,328.63,111.45,214.88,244.13
2001-10-26,334.08,114.01,214.74,244.53
2001-10-25,331.08,111.54,214.59,245.76
2001-10-24,329.89,111.18,214.44,245.85
2001-10-23,331.74,112.56,214.29,243.43
2001-10-22,328.69,110.98,214.14,243.51
2001-10-19,321.03,107.56,213.99,247.06
2001-10-18,316.99,106.65,213.85,245.74
2001-10-17,319.43,109.30,213.70,243.82
2001-10-16,318.62,108.93,213.55,246.64
2001-10-15,314.59,105.09,213.40,249.01
2001-10-11,308.35,102.59,213.26,249.09
2001-10-10,303.94,100.00,213.11,248.96
2001-10-09,300.79,98.31,212.96,249.07
2001-10-08,299.62,97.28,212.81,249.35
2001-10-05,300.03,97.67,212.67,246.77
2001-10-04,300.71,97.88,212.52,244.85
2001-10-03,300.62,99.06,212.37,244.50
2001-10-02,303.90,100.35,212.22,242.27
2001-10-01,305.36,100.78,212.08,240.73
2001-09-28,306.43,102.07,211.93,239.36
2001-09-27,299.94,95.86,211.78,242.38
2001-09-26,299.93,96.56,211.64,244.30
2001-09-25,304.37,100.13,211.49,243.12
2001-09-24,305.00,102.17,211.34,247.98
2001-09-21,299.37,98.69,211.20,250.95
2001-09-20,306.72,102.14,211.05,244.81
2001-09-19,308.87,102.41,210.91,242.51
2001-09-18,306.06,101.09,210.76,240.07
2001-09-17,302.71,100.01,210.61,239.05
2001-09-14,296.98,94.40,210.47,241.80
2001-09-13,309.24,103.16,210.32,241.73
2001-09-12,319.04,107.36,210.18,239.61
2001-09-11,322.96,110.05,210.03,236.27
2001-09-10,326.90,115.96,209.89,233.08
2001-09-06,333.20,119.88,209.74,232.31
2001-09-05,334.14,121.35,209.60,230.00
2001-09-04,335.28,124.19,209.45,229.76
2001-09-03,333.56,123.02,209.31,229.29
2001-08-31,334.98,124.14,209.16,228.64
2001-08-30,334.76,124.51,209.02,227.61
2001-08-29,338.12,126.26,208.87,228.25
2001-08-28,336.47,125.35,208.73,229.06
2001-08-27,334.85,124.77,208.59,229.25
2001-08-24,336.19,124.32,208.44,228.48
2001-08-23,335.01,123.31,208.30,226.53
2001-08-22,337.07,125.08,208.15,226.07
2001-08-21,336.44,125.55,208.01,227.17
2001-08-20,338.02,126.10,207.87,226.75
2001-08-17,339.09,127.03,207.72,226.11
2001-08-16,344.19,130.05,207.58,222.90
2001-08-15,345.65,132.44,207.44,224.05
2001-08-14,344.53,132.77,207.29,225.26
2001-08-13,344.03,132.97,207.15,223.20
2001-08-10,345.87,132.99,207.01,222.59
2001-08-09,345.50,133.78,206.86,221.03
2001-08-08,345.56,135.28,206.72,221.35
2001-08-07,343.73,135.55,206.58,219.19
2001-08-06,342.00,134.30,206.44,221.22
2001-08-03,339.72,133.19,206.29,222.96
2001-08-02,337.63,132.72,206.15,222.90
2001-08-01,338.85,132.44,206.01,223.42
2001-07-31,339.48,132.41,205.87,217.85
2001-07-30,340.37,134.30,205.73,218.03
2001-07-27,337.68,133.32,205.58,223.74
2001-07-26,335.62,133.43,205.44,222.53
2001-07-25,334.85,132.97,205.30,223.23
2001-07-24,333.41,134.42,205.16,217.25
2001-07-23,334.80,136.31,205.02,216.01
2001-07-20,330.22,133.42,204.88,220.18
2001-07-19,328.53,133.09,204.74,224.29
2001-07-18,329.03,134.72,204.60,221.28
2001-07-17,330.20,135.05,204.46,226.73
2001-07-16,329.45,134.27,204.32,232.78
2001-07-13,332.95,134.14,204.19,228.82
2001-07-12,330.77,132.82,204.05,227.79
2001-07-11,327.97,130.20,203.91,226.69
2001-07-10,332.19,132.50,203.78,222.23
2001-07-09,336.55,134.03,203.64,219.95
